Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Kenji Smith 161,1921-02-25,Shanghai,,China,Commercial Sales Director,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Clara Tanaka 162,1931-11-10,Seattle,Washington,United States,Ride-Hailing Innovator,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Martin Vaughan 163,1967-10-04,Chicago,Illinois,United States,Last-Mile Delivery Specialist,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Hannah Klein 164,1910-05-21,Sydney,New South Wales,Australia,Transportation Economist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Charles Andersen 165,1923-03-08,Singapore,,Singapore,Transport & Export Executive,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Karen Turner 166,1917-03-09,Zurich,,Switzerland,Transportation Economist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Brenda Andersen 167,1906-12-01,Los Angeles,California,United States,Transport & Export Executive,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Martin Miller 168,1924-05-16,Tokyo,,Japan,Transport & Export Executive,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Paula King 169,1933-03-27,Rotterdam,,Netherlands,Commercial Sales Director,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
James Carter 170,1958-09-08,Shanghai,,China,Cab Service Founder,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
Hannah Gibson 171,1914-08-05,Antwerp,,Belgium,Sales Leadership Pioneer,Urban Mobility & Ride-Hailing Network Economics,High-Performance B2B Sales Methodologies and Key Account Management
Yvonne Roberts 172,1952-01-21,San Francisco,California,United States,Sales Leadership Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Norman Cole 173,1961-09-22,Toronto,Ontario,Canada,Delivery Network Strategist,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Patrick Larson 174,1963-01-03,Hamburg,,Germany,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Ignacio Davies 175,1937-01-12,Dubai,,United Arab Emirates,Last-Mile Delivery Specialist,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Stanley Ellis 176,1958-02-27,San Francisco,California,United States,Last-Mile Delivery Specialist,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Walter Patel 177,1970-04-02,Tokyo,,Japan,Export Trade Strategist,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Paula Young 178,1953-11-18,Toronto,Ontario,Canada,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Irene Owens 179,1958-09-05,Antwerp,,Belgium,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Harold Vance 180,1967-03-20,Tokyo,,Japan,Delivery Network Strategist,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Valerie Foster 181,1964-07-23,Panama City,,Panama,Last-Mile Delivery Specialist,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Frank Smith 182,1957-12-04,Hamburg,,Germany,Export Trade Strategist,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Victor Fisher 183,1935-09-20,Hamburg,,Germany,Cab Service Founder,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Louis Tanaka 184,1928-03-05,Sydney,New South Wales,Australia,Commercial Sales Director,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Diana Ellis 185,1950-04-24,Toronto,Ontario,Canada,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Wendy Phillips 186,1929-08-19,Shanghai,,China,Transport & Export Executive,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Nora Russell 187,1973-07-20,London,,United Kingdom,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Ulysses Baker 188,1980-02-24,Singapore,,Singapore,Commercial Sales Director,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Stanley Taylor 189,1911-11-26,Seattle,Washington,United States,Last-Mile Delivery Specialist,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
George Harris 190,1937-03-16,Hong Kong,,China,Ride-Hailing Innovator,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Fiona Abbott 191,1968-02-26,Sydney,New South Wales,Australia,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Teresa Turner 192,1961-06-24,Seattle,Washington,United States,Transport & Export Executive,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Zoe Sutton 193,1922-07-19,San Francisco,California,United States,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Bernard Davies 194,1926-01-04,Hong Kong,,China,Transport & Export Executive,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Kenji Young 195,1927-10-09,Dubai,,United Arab Emirates,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Louis Cole 196,1934-03-10,Hong Kong,,China,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
George Owens 197,1943-03-10,San Francisco,California,United States,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Kenji O'Connor 198,1900-05-05,Zurich,,Switzerland,Export Trade Strategist,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Xavier Aoki 199,1951-11-01,New York City,New York,United States,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Martin Black 200,1901-10-01,Los Angeles,California,United States,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Martin Peters 201,1915-08-26,Toronto,Ontario,Canada,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Zoe Klein 202,1928-10-15,Seattle,Washington,United States,Sales Leadership Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Brenda Young 203,1924-01-08,Dubai,,United Arab Emirates,Cab Service Founder,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Arthur Ingram 204,1925-12-28,Hong Kong,,China,Cab Service Founder,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Diana Walker 205,1908-06-16,Tokyo,,Japan,Ride-Hailing Innovator,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Zachary Aoki 206,1965-04-07,Sydney,New South Wales,Australia,Transportation Economist,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
David O'Connor 207,1964-04-02,New York City,New York,United States,Delivery Network Strategist,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Hannah Peters 208,1926-09-07,Zurich,,Switzerland,Cab Service Founder,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Clara Peters 209,1905-03-16,Sydney,New South Wales,Australia,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Olga Vaughan 210,1918-09-02,Zurich,,Switzerland,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Stanley Klein 211,1920-08-04,Antwerp,,Belgium,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Charles Tanaka 212,1956-02-16,Los Angeles,California,United States,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Richard Black 213,1965-01-09,Singapore,,Singapore,Global Freight Expert,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Rachel Larson 214,1922-05-18,Paris,,France,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Karl Harris 215,1904-08-23,Singapore,,Singapore,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Stanley Larson 216,1934-06-20,Toronto,Ontario,Canada,Last-Mile Delivery Specialist,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Wendy Baker 217,1975-04-14,San Francisco,California,United States,Transport & Export Executive,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Laura Jensen 218,1911-05-19,Shanghai,,China,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Irene Ingram 219,1933-07-19,Hamburg,,Germany,Transport & Export Executive,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Evelyn Vance 220,1954-11-20,Seattle,Washington,United States,Cab Service Founder,B2B Commercial Sales Strategy & Distribution Networks,Multimodal Freight Interconnectivity and Port Logistics
Richard Tanaka 221,1907-04-14,Paris,,France,Last-Mile Delivery Specialist,Urban Mobility & Ride-Hailing Network Economics,High-Performance B2B Sales Methodologies and Key Account Management
Richard Quinn 222,1929-04-26,Toronto,Ontario,Canada,Delivery Network Strategist,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Norman Baker 223,1956-06-13,Paris,,France,Supply Chain Researcher,B2B Commercial Sales Strategy & Distribution Networks,Multimodal Freight Interconnectivity and Port Logistics
Wendy Henderson 224,1924-04-06,Zurich,,Switzerland,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Xavier Morgan 225,1912-10-11,Dubai,,United Arab Emirates,Export Trade Strategist,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Clara Baker 226,1926-05-02,Tokyo,,Japan,Transport & Export Executive,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Charles Sutton 227,1960-05-20,London,,United Kingdom,Sales Leadership Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Karl Miller 228,1958-10-27,Los Angeles,California,United States,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Patrick Abbott 229,1964-09-25,Rotterdam,,Netherlands,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Paula Vaughan 230,1970-08-09,Chicago,Illinois,United States,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Xavier Baker 231,1970-09-01,Paris,,France,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
David Evans 232,1952-07-20,Los Angeles,California,United States,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Olga Sato 233,1935-04-02,Toronto,Ontario,Canada,Delivery Network Strategist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Grace Jensen 234,1912-02-25,Hong Kong,,China,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Yuri Miller 235,1912-08-22,Shanghai,,China,Commercial Sales Director,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Rachel Zimmermann 236,1972-06-05,Paris,,France,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Zoe Foster 237,1975-10-23,Hong Kong,,China,Last-Mile Delivery Specialist,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Ulysses Russell 238,1911-02-16,New York City,New York,United States,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Hannah Iversen 239,1931-05-24,Paris,,France,Transportation Economist,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Karen Turner 240,1928-11-12,Antwerp,,Belgium,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Yvonne Sutton 241,1938-07-22,Antwerp,,Belgium,Logistics Pioneer,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Ulysses Taylor 242,1945-08-28,New York City,New York,United States,Export Trade Strategist,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Quentin Walker 243,1949-08-09,Hamburg,,Germany,Export Trade Strategist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Charles Quinn 244,1926-10-04,Toronto,Ontario,Canada,Global Freight Expert,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Karen Davies 245,1978-09-03,Zurich,,Switzerland,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
David Wong 246,1932-07-13,Seattle,Washington,United States,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Bernard Roberts 247,1925-10-17,Montreal,Quebec,Canada,Logistics Pioneer,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Oscar Young 248,1935-06-02,Singapore,,Singapore,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Olga Harris 249,1912-10-10,Seattle,Washington,United States,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Karl Ingram 250,1977-05-06,Dubai,,United Arab Emirates,Logistics Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Rachel Klein 251,1949-07-27,Antwerp,,Belgium,Transportation Economist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Oscar Quinn 252,1900-08-08,Antwerp,,Belgium,Cab Service Founder,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Karen Zimmermann 253,1940-07-15,Tokyo,,Japan,Export Trade Strategist,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Valerie Ellis 254,1912-04-15,Toronto,Ontario,Canada,Transport & Export Executive,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Zoe Taylor 255,1927-06-12,Hong Kong,,China,Last-Mile Delivery Specialist,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Sandra Gibson 256,1960-08-18,Sydney,New South Wales,Australia,Transport & Export Executive,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
Irene White 257,1917-11-16,Montreal,Quebec,Canada,Global Freight Expert,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Julia White 258,1928-07-07,Sydney,New South Wales,Australia,Transportation Economist,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Louis Zimmermann 259,1909-12-21,Sydney,New South Wales,Australia,Supply Chain Researcher,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Edward Sato 260,1937-08-04,San Francisco,California,United States,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
George Garcia 261,1917-10-14,Hong Kong,,China,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Sandra Black 262,1930-05-12,Seattle,Washington,United States,Cab Service Founder,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Julia Phillips 263,1962-01-21,Dubai,,United Arab Emirates,Supply Chain Researcher,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Ignacio Henderson 264,1944-10-15,Rotterdam,,Netherlands,Cab Service Founder,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Yvonne Fisher 265,1910-08-07,Paris,,France,Logistics Pioneer,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Laura Evans 266,1962-08-03,Hong Kong,,China,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Yvonne Ellis 267,1950-12-14,London,,United Kingdom,Last-Mile Delivery Specialist,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Rachel Foster 268,1974-09-17,Dubai,,United Arab Emirates,Delivery Network Strategist,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Laura Larson 269,1931-04-26,Hong Kong,,China,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Laura Walker 270,1956-09-12,London,,United Kingdom,Commercial Sales Director,Urban Mobility & Ride-Hailing Network Economics,Enterprise Sales Force Automation and Channel Distribution Models
Bernard Ellis 271,1923-05-08,Rotterdam,,Netherlands,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Wendy Evans 272,1946-09-18,Rotterdam,,Netherlands,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
James Sutton 273,1958-06-16,Dubai,,United Arab Emirates,Sales Leadership Pioneer,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Yuri Ingram 274,1927-04-19,Hong Kong,,China,Sales Leadership Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Sandra Taylor 275,1977-01-25,London,,United Kingdom,Transport & Export Executive,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Valerie Owens 276,1959-01-13,Seattle,Washington,United States,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
James Foster 277,1957-10-26,Seattle,Washington,United States,Transport & Export Executive,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Karen Cole 278,1917-04-11,Panama City,,Panama,Commercial Sales Director,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Karen Wong 279,1918-09-03,San Francisco,California,United States,Commercial Sales Director,B2B Commercial Sales Strategy & Distribution Networks,Multimodal Freight Interconnectivity and Port Logistics
Nora Smith 280,1960-08-22,Panama City,,Panama,Cab Service Founder,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Quentin Davies 281,1923-03-13,Singapore,,Singapore,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
George Russell 282,1915-08-19,Los Angeles,California,United States,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Nora Cole 283,1960-06-28,Antwerp,,Belgium,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
Brenda Zimmermann 284,1903-12-18,Montreal,Quebec,Canada,Cab Service Founder,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Paula Garcia 285,1931-07-01,London,,United Kingdom,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Fiona Iversen 286,1919-08-10,Los Angeles,California,United States,Delivery Network Strategist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Norman Abbott 287,1928-01-07,Hamburg,,Germany,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Frank Taylor 288,1933-12-17,Dubai,,United Arab Emirates,Transportation Economist,B2B Commercial Sales Strategy & Distribution Networks,Multimodal Freight Interconnectivity and Port Logistics
Victor Sato 289,1909-12-21,Shanghai,,China,Sales Leadership Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Frank Smith 290,1944-01-27,New York City,New York,United States,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Ulysses Lewis 291,1948-04-15,Zurich,,Switzerland,Sales Leadership Pioneer,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Charles Smith 292,1919-08-06,Rotterdam,,Netherlands,Transportation Economist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Rachel Larson 293,1945-08-10,New York City,New York,United States,Cab Service Founder,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Paula Lewis 294,1922-07-05,San Francisco,California,United States,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Hannah Iversen 295,1917-11-26,Seattle,Washington,United States,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Grace Ingram 296,1901-12-28,Antwerp,,Belgium,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Grace Fisher 297,1940-09-04,Tokyo,,Japan,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Alice Cole 298,1976-03-04,Panama City,,Panama,Supply Chain Researcher,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Karl Ingram 299,1913-09-10,Panama City,,Panama,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Diana Ingram 300,1929-06-17,London,,United Kingdom,Global Freight Expert,Last-Mile Delivery Innovation & Autonomous Transit,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Arthur Ellis 301,1940-10-14,Tokyo,,Japan,Sales Leadership Pioneer,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
David Abbott 302,1957-01-18,Singapore,,Singapore,Ride-Hailing Innovator,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Diana Sutton 303,1960-04-20,Dubai,,United Arab Emirates,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Clara Fisher 304,1912-09-18,Chicago,Illinois,United States,Delivery Network Strategist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Monica Henderson 305,1917-07-21,Los Angeles,California,United States,Supply Chain Researcher,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Nora Dixon 306,1910-01-16,Seattle,Washington,United States,Global Freight Expert,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
James Carter 307,1924-01-22,Sydney,New South Wales,Australia,Supply Chain Researcher,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Charles Jensen 308,1917-08-19,Zurich,,Switzerland,Logistics Pioneer,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Teresa Turner 309,1981-11-06,New York City,New York,United States,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Teresa Patel 310,1905-04-28,Panama City,,Panama,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Thomas King 311,1944-12-13,London,,United Kingdom,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Evelyn Morgan 312,1954-02-22,Montreal,Quebec,Canada,Supply Chain Researcher,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Karl Tanaka 313,1903-08-14,Hong Kong,,China,Supply Chain Researcher,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Harold Young 314,1915-08-25,Singapore,,Singapore,Global Freight Expert,Freight Forwarding & Maritime Transport Management,Enterprise Sales Force Automation and Channel Distribution Models
Ignacio Foster 315,1954-04-03,Toronto,Ontario,Canada,Logistics Pioneer,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Louis Aoki 316,1965-12-07,Antwerp,,Belgium,Logistics Pioneer,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Sandra Dixon 317,1962-02-19,New York City,New York,United States,Global Freight Expert,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Nora Davies 318,1910-06-06,Shanghai,,China,Last-Mile Delivery Specialist,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Thomas Fisher 319,1922-06-07,Seattle,Washington,United States,Transport & Export Executive,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Sandra Evans 320,1977-05-14,Montreal,Quebec,Canada,Sales Leadership Pioneer,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Grace Black 321,1939-04-13,Sydney,New South Wales,Australia,Sales Leadership Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Wendy Newman 322,1981-10-20,San Francisco,California,United States,Transport & Export Executive,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Irene Fisher 323,1910-10-17,Paris,,France,Export Trade Strategist,B2B Commercial Sales Strategy & Distribution Networks,Multimodal Freight Interconnectivity and Port Logistics
